hydro_project,timeseries,hydro_avg_flow_mw,hydro_min_flow_mw
SOGAMOSO,2045_Q2_holidays,577.153231,119.40362
SOGAMOSO,2045_Q2_labor,544.7301767,117.87016
SOGAMOSO,2045_Q3_holidays,518.2256205,119.41947
SOGAMOSO,2045_Q3_labor,546.2142832999999,111.51935
SOGAMOSO,2045_Q4_holidays,596.2598240000001,118.98969
SOGAMOSO,2045_Q4_labor,580.7524065,118.67555
URRA,2045_Q1_holidays,78.567405,72.32888
URRA,2045_Q1_labor,79.36962510000001,72.20884
URRA,2045_Q2_holidays,72.3848575,65.10534
URRA,2045_Q2_labor,73.4207498,65.49328
URRA,2045_Q3_holidays,228.5894585,74.30389
URRA,2045_Q3_labor,229.6162211,74.20494000000001
URRA,2045_Q4_holidays,157.00264,76.51127000000001
URRA,2045_Q4_labor,154.53721599999997,76.20934
AMOYA,2050_Q1_holidays,35.503285299999995,0.53926
AMOYA,2050_Q1_labor,33.8673716,0.0058499999999999
AMOYA,2050_Q2_holidays,49.183004,0.02993
AMOYA,2050_Q2_labor,46.84284160000001,0.0030299999999999
AMOYA,2050_Q3_holidays,59.213658800000005,1.4005999999999998
AMOYA,2050_Q3_labor,60.1003662,0.03678
AMOYA,2050_Q4_holidays,47.94226999999999,0.0078099999999999
AMOYA,2050_Q4_labor,52.1146252,0.00135
BETANIA,2050_Q1_holidays,60.5523135,59.84668
BETANIA,2050_Q1_labor,60.601975,59.29976
BETANIA,2050_Q2_holidays,119.5098013,0.00064
BETANIA,2050_Q2_labor,243.9099155,0.23228
BETANIA,2050_Q3_holidays,60.5254315,59.88416
BETANIA,2050_Q3_labor,192.03020800000013,0.04942
BETANIA,2050_Q4_holidays,60.4920375,59.42281
BETANIA,2050_Q4_labor,60.8827545,59.16481
CALIMA,2050_Q1_holidays,97.10592,0.03599
CALIMA,2050_Q1_labor,98.4950121,0.006
CALIMA,2050_Q2_holidays,15.84816,0.17637
CALIMA,2050_Q2_labor,63.7281657,0.00034
CALIMA,2050_Q3_holidays,46.501184,2.70181
CALIMA,2050_Q3_labor,101.2145562,0.012
CALIMA,2050_Q4_holidays,65.95976999999999,0.01688
CALIMA,2050_Q4_labor,92.0166168,0.00349
CHIVOR,2050_Q1_holidays,292.9011855,0.88719
CHIVOR,2050_Q1_labor,339.5659212,0.22623
CHIVOR,2050_Q2_holidays,311.9002623,1.04242
CHIVOR,2050_Q2_labor,420.2929372,0.18027
CHIVOR,2050_Q3_holidays,740.025054,1.30438
CHIVOR,2050_Q3_labor,815.8789283,1.02402
CHIVOR,2050_Q4_holidays,263.9845784,0.12028
CHIVOR,2050_Q4_labor,479.8296434,0.00483
CUCUANA,2050_Q1_holidays,15.5713532,1.3145
CUCUANA,2050_Q1_labor,14.6036288,0.01231
CUCUANA,2050_Q2_holidays,27.901021000000004,3.90522
CUCUANA,2050_Q2_labor,26.401846000000003,0.01567
CUCUANA,2050_Q3_holidays,22.2712842,0.03008
CUCUANA,2050_Q3_labor,22.3928653,0.01441
CUCUANA,2050_Q4_holidays,22.1832575,0.06929
CUCUANA,2050_Q4_labor,22.297338,0.01745
C_LLERAS_R,2050_Q1_holidays,43.5891765,15.555040000000002
C_LLERAS_R,2050_Q1_labor,53.4646583,0.00875
C_LLERAS_R,2050_Q2_holidays,50.3922512,8.9424
C_LLERAS_R,2050_Q2_labor,50.9128176,0.0284899999999999
C_LLERAS_R,2050_Q3_holidays,52.4507084,15.613040000000002
C_LLERAS_R,2050_Q3_labor,54.08101800000001,0.08511
C_LLERAS_R,2050_Q4_holidays,51.4385689,3.96478
C_LLERAS_R,2050_Q4_labor,51.4263491,0.09328
DARIO VALENC,2050_Q1_holidays,63.9811178,0.03696
DARIO VALENC,2050_Q1_labor,62.4303028,0.49721
DARIO VALENC,2050_Q2_holidays,100.4991906,0.2733
DARIO VALENC,2050_Q2_labor,99.40640679999998,0.0675
DARIO VALENC,2050_Q3_holidays,99.7089116,0.2335
DARIO VALENC,2050_Q3_labor,90.50224970000002,0.00464
DARIO VALENC,2050_Q4_holidays,88.38312520000001,0.32172
DARIO VALENC,2050_Q4_labor,99.10557,0.0602
EL QUIMBO,2050_Q1_holidays,100.047796,29.54363
EL QUIMBO,2050_Q1_labor,145.94562820000002,35.24369
EL QUIMBO,2050_Q2_holidays,86.316619,76.52663000000001
EL QUIMBO,2050_Q2_labor,87.2880456,40.95992
EL QUIMBO,2050_Q3_holidays,100.227702,77.38903
EL QUIMBO,2050_Q3_labor,100.7102712,74.15267999999999
EL QUIMBO,2050_Q4_holidays,130.3040904,77.49339
EL QUIMBO,2050_Q4_labor,180.7863964,8.35747
ESCUELAMINAS,2050_Q1_holidays,17.16885,10.28117
ESCUELAMINAS,2050_Q1_labor,17.089012,0.79247
ESCUELAMINAS,2050_Q2_holidays,35.1576485,12.45958
ESCUELAMINAS,2050_Q2_labor,32.3546965,0.05854
ESCUELAMINAS,2050_Q3_holidays,36.8268648,10.27611
ESCUELAMINAS,2050_Q3_labor,32.841342,1e-05
ESCUELAMINAS,2050_Q4_holidays,37.6839695,8.70785
ESCUELAMINAS,2050_Q4_labor,36.0544036,2.3851
ESMERALDA,2050_Q1_holidays,27.3670235,6e-05
ESMERALDA,2050_Q1_labor,28.1703556,0.00013
ESMERALDA,2050_Q2_holidays,30.0241345,0.0002
ESMERALDA,2050_Q2_labor,30.0330254,1e-05
ESMERALDA,2050_Q3_holidays,21.2234038,0.0003
ESMERALDA,2050_Q3_labor,23.224388,1e-05
ESMERALDA,2050_Q4_holidays,21.1377064,8.999999999999999e-05
ESMERALDA,2050_Q4_labor,20.8859878,1e-05
GUATAPE,2050_Q1_holidays,520.97136,1.392
GUATAPE,2050_Q1_labor,502.65943,0.672
GUATAPE,2050_Q2_holidays,357.90173,5.856
GUATAPE,2050_Q2_labor,393.8983455,0.144
GUATAPE,2050_Q3_holidays,387.2496456,4.944
GUATAPE,2050_Q3_labor,406.6980000000001,0.912
GUATAPE,2050_Q4_holidays,311.7208803,8.688
GUATAPE,2050_Q4_labor,348.3876,0.072
GUAVIO,2050_Q1_holidays,499.07167640000006,0.00148
GUAVIO,2050_Q1_labor,686.8242562,0.01912
GUAVIO,2050_Q2_holidays,322.83867760000004,0.00874
GUAVIO,2050_Q2_labor,475.5101426000001,0.0098599999999999
GUAVIO,2050_Q3_holidays,220.64206460000003,6e-05
GUAVIO,2050_Q3_labor,366.6935882,0.00091
GUAVIO,2050_Q4_holidays,244.2994768000001,0.00307
GUAVIO,2050_Q4_labor,478.001914,0.0001799999999999
H_ALBAN,2050_Q1_holidays,37.44166,0.567
H_ALBAN,2050_Q1_labor,223.78880000000004,0.08
H_ALBAN,2050_Q2_holidays,11.716,2.979
H_ALBAN,2050_Q2_labor,207.67916,0.078
H_ALBAN,2050_Q3_holidays,5.016,2.799
H_ALBAN,2050_Q3_labor,42.56881,2.892
H_ALBAN,2050_Q4_holidays,5.073,2.913
H_ALBAN,2050_Q4_labor,176.45188000000002,2.778
H_GUATRON,2050_Q1_holidays,505.743,2.24973
H_GUATRON,2050_Q1_labor,435.4154,0.05814
H_GUATRON,2050_Q2_holidays,436.9512554,1.94938
H_GUATRON,2050_Q2_labor,433.2388556,0.09
H_GUATRON,2050_Q3_holidays,309.87271000000004,1.38
H_GUATRON,2050_Q3_labor,312.72,0.06
H_GUATRON,2050_Q4_holidays,352.06882,0.03
H_GUATRON,2050_Q4_labor,429.44,0.06
H_PAGUA,2050_Q1_holidays,400.1840356,1e-05
H_PAGUA,2050_Q1_labor,398.82479,1e-05
H_PAGUA,2050_Q2_holidays,480.1830839,0.00117
H_PAGUA,2050_Q2_labor,400.536982,1e-05
H_PAGUA,2050_Q3_holidays,509.367011,0.0014
H_PAGUA,2050_Q3_labor,399.6870317,1e-05
H_PAGUA,2050_Q4_holidays,396.702772,1e-05
H_PAGUA,2050_Q4_labor,398.7487592,1e-05
ITUANGO,2050_Q1_holidays,271.8920462,1.10715
ITUANGO,2050_Q1_labor,270.066356,0.0001
ITUANGO,2050_Q2_holidays,534.9565822,266.86046000000005
ITUANGO,2050_Q2_labor,272.8279902,0.00076
ITUANGO,2050_Q3_holidays,270.9086646,2.29334
ITUANGO,2050_Q3_labor,271.0163555,0.00852
ITUANGO,2050_Q4_holidays,559.947898,171.64973
ITUANGO,2050_Q4_labor,585.41661,0.00043
JAGUAS,2050_Q1_holidays,94.6223681,0.28169
JAGUAS,2050_Q1_labor,94.9634859,0.0542999999999999
JAGUAS,2050_Q2_holidays,95.3410175,1.05113
JAGUAS,2050_Q2_labor,85.386254,0.00202
JAGUAS,2050_Q3_holidays,105.1118152,3.41509
JAGUAS,2050_Q3_labor,112.7618104,0.6987599999999999
JAGUAS,2050_Q4_holidays,119.5016842,1.77504
JAGUAS,2050_Q4_labor,100.7434874,0.00079
LA TASAJERA,2050_Q1_holidays,283.3365044,0.55
LA TASAJERA,2050_Q1_labor,302.60998,0.03667
LA TASAJERA,2050_Q2_holidays,202.5312186,0.03667
LA TASAJERA,2050_Q2_labor,203.16996,0.0733299999999999
LA TASAJERA,2050_Q3_holidays,203.4999684,4.98666
LA TASAJERA,2050_Q3_labor,203.8299685,0.36667
LA TASAJERA,2050_Q4_holidays,203.31666,7.00333
LA TASAJERA,2050_Q4_labor,202.4366456,0.33
MIEL I,2050_Q1_holidays,276.05537100000004,31.81752
MIEL I,2050_Q1_labor,268.6456646,0.09197
MIEL I,2050_Q2_holidays,59.48042550000017,28.95938
MIEL I,2050_Q2_labor,33.136459900000006,28.70466
MIEL I,2050_Q3_holidays,32.9666915,31.45053
MIEL I,2050_Q3_labor,33.124310699999995,21.61449
MIEL I,2050_Q4_holidays,32.7717935,30.96207
MIEL I,2050_Q4_labor,33.5812985,13.36982
PLAYAS,2050_Q1_holidays,204.94,16.31
PLAYAS,2050_Q1_labor,204.94,0.01
PLAYAS,2050_Q2_holidays,204.9138186,2.68
PLAYAS,2050_Q2_labor,204.89,0.03
PLAYAS,2050_Q3_holidays,204.6586,0.59
PLAYAS,2050_Q3_labor,200.9604,0.07
PLAYAS,2050_Q4_holidays,204.79,0.36
PLAYAS,2050_Q4_labor,204.89,0.01
PORCE II,2050_Q1_holidays,261.43641440000005,0.322
PORCE II,2050_Q1_labor,268.59404,0.23
PORCE II,2050_Q2_holidays,268.54804,4.968
PORCE II,2050_Q2_labor,268.548,0.276
PORCE II,2050_Q3_holidays,259.49063,1.472
PORCE II,2050_Q3_labor,270.25,0.046
PORCE II,2050_Q4_holidays,267.99604,0.276
PORCE II,2050_Q4_labor,268.73204,1.334
PORCE III,2050_Q1_holidays,565.7584257,6.86746
PORCE III,2050_Q1_labor,591.366934,0.26943
PORCE III,2050_Q2_holidays,597.3839404,10.804530000000002
PORCE III,2050_Q2_labor,554.67246,0.6147
PORCE III,2050_Q3_holidays,605.8115276999999,0.66625
PORCE III,2050_Q3_labor,668.6175399000001,0.00504
PORCE III,2050_Q4_holidays,696.0197213,0.43562
PORCE III,2050_Q4_labor,654.0064954000001,0.6950599999999999
PRADO,2050_Q1_holidays,50.9515554,8.999999999999999e-05
PRADO,2050_Q1_labor,50.7939934,6e-05
PRADO,2050_Q2_holidays,51.0807895,1e-05
PRADO,2050_Q2_labor,51.0846099,0.00026
PRADO,2050_Q3_holidays,34.595620000000004,0.00011
PRADO,2050_Q3_labor,47.10052640000001,8.999999999999999e-05
PRADO,2050_Q4_holidays,30.4304781,2e-05
PRADO,2050_Q4_labor,30.260835,2e-05
SALTO II,2050_Q1_holidays,34.90492220000001,0.03408
SALTO II,2050_Q1_labor,34.970322,2e-05
SALTO II,2050_Q2_holidays,34.8849353,8.999999999999999e-05
SALTO II,2050_Q2_labor,34.8958025,0.00035
SALTO II,2050_Q3_holidays,20.0756984,0.00074
SALTO II,2050_Q3_labor,20.7680271,0.00025
SALTO II,2050_Q4_holidays,34.761337399999995,0.08208
SALTO II,2050_Q4_labor,34.7161329,3e-05
SALVAJINA,2050_Q1_holidays,109.3780534,0.04491
SALVAJINA,2050_Q1_labor,115.10971,2e-05
SALVAJINA,2050_Q2_holidays,95.2831395,0.0033399999999999
SALVAJINA,2050_Q2_labor,96.829285,0.0073
SALVAJINA,2050_Q3_holidays,93.5328472,0.02328
SALVAJINA,2050_Q3_labor,94.4851586,0.00123
SALVAJINA,2050_Q4_holidays,79.2077424,0.0031
SALVAJINA,2050_Q4_labor,80.3162496,0.00065
SAN CARLOS,2050_Q1_holidays,704.0472916,0.00061
SAN CARLOS,2050_Q1_labor,907.0888213,0.04445
SAN CARLOS,2050_Q2_holidays,679.9052148000001,5.45185
SAN CARLOS,2050_Q2_labor,915.8421578,0.00955
SAN CARLOS,2050_Q3_holidays,922.108488,0.67083
SAN CARLOS,2050_Q3_labor,898.2089411000001,0.1103799999999999
SAN CARLOS,2050_Q4_holidays,929.3870477,3.41094
SAN CARLOS,2050_Q4_labor,934.1933994,0.00496
SANFRANCISCO,2050_Q1_holidays,12.4933612,1e-05
SANFRANCISCO,2050_Q1_labor,15.672036000000002,1e-05
SANFRANCISCO,2050_Q2_holidays,42.48594400000002,4e-05
SANFRANCISCO,2050_Q2_labor,41.0690807,1e-05
SANFRANCISCO,2050_Q3_holidays,45.2562306,1e-05
SANFRANCISCO,2050_Q3_labor,45.6262913,1e-05
SANFRANCISCO,2050_Q4_holidays,45.68463980000001,1e-05
SANFRANCISCO,2050_Q4_labor,45.5985316,1e-05
SNMIGUEL,2050_Q1_holidays,25.5899515,0.0043
SNMIGUEL,2050_Q1_labor,25.58639,0.00281
SNMIGUEL,2050_Q2_holidays,43.686901500000005,11.15779
SNMIGUEL,2050_Q2_labor,41.13140679999999,0.89386
SNMIGUEL,2050_Q3_holidays,39.5973636,3.21132
SNMIGUEL,2050_Q3_labor,36.654226,0.0030299999999999
SNMIGUEL,2050_Q4_holidays,25.575605,14.31722
SNMIGUEL,2050_Q4_labor,25.5685535,0.00294
SOGAMOSO,2050_Q1_holidays,480.0366535,117.64746
SOGAMOSO,2050_Q1_labor,484.22054720000006,116.44197
SOGAMOSO,2050_Q2_holidays,577.153231,119.40362
SOGAMOSO,2050_Q2_labor,544.7301767,117.87016
SOGAMOSO,2050_Q3_holidays,518.2256205,119.41947
SOGAMOSO,2050_Q3_labor,546.2142832999999,111.51935
SOGAMOSO,2050_Q4_holidays,596.2598240000001,118.98969
SOGAMOSO,2050_Q4_labor,580.7524065,118.67555
URRA,2050_Q1_holidays,78.567405,72.32888
URRA,2050_Q1_labor,79.36962510000001,72.20884
URRA,2050_Q2_holidays,72.3848575,65.10534
URRA,2050_Q2_labor,73.4207498,65.49328
URRA,2050_Q3_holidays,228.5894585,74.30389
URRA,2050_Q3_labor,229.6162211,74.20494000000001
URRA,2050_Q4_holidays,157.00264,76.51127000000001
URRA,2050_Q4_labor,154.53721599999997,76.20934
